 customer_id  date number_of_cds  dollar_value
 00029 19971102  3   35.97
 00029 19980426  4   48.45
 00030 19970101  1   14.37
 00030 19970214  1   13.97
 00031 19970101  4   59.06
 00031 19980407  4   42.89
 00031 19980409  3   38.06
 00031 19980525  3   37.04
 00032 19970101  3   49.97
 00032 19970124  1   16.36
 00032 19980311  1   11.88
 00033 19970101  3   41.69
 00033 19970121  2   29.92
 00033 19970216  5   73.42
 00033 19970502  2   40.74
 00033 19970514  3   54.25
 00033 19970601  1   14.96
 00033 19970604  2   30.13
 00033 19970829  2   35.69
 00033 19970906  1   11.77
 00033 19971002  3   45.47
 00033 19971003  2   34.98
 00033 19971005  3   54.97
 00033 19971013  5   69.45
 00033 19971019  3   48.97
 00033 19971031  4   54.46
 00033 19971106  5   66.45
 00033 19971109  3   67.47
 00033 19971110  1   13.99
 00033 19971118  1   14.49
 00033 19971123  4   55.96
 00033 19971125  3   36.97
 00033 19980113  3   36.97
 00033 19980227  3   34.47
 00033 19980305  4   35.35
 00033 19980313  2   42.48
 00034 19970101  2   23.14
 00035 19970101  2   26.73
 00035 19970927  1   15.49
 00036 19970101  3   37.91
 00036 19970203  1   11.77
 00037 19970129  2   31.26
 00037 19970306  2   29.13
 00037 19970628  1   13.97
 00037 19970816  1   14.37
 00037 19971102  3   39.47
 00037 19980513  2   27.48
 00038 19970101  1   12.49
 00039 19970101  3   33.33
 00039 19970313  4   50.68
 00039 19970514  2   28.93
 00039 19980305  4   49.55
 00039 19980311  2   58.96
 00040 19970101  2   28.34
 00040 19970308  1   13.97
 00040 19970503  1   15.96
 00040 19970830  1   14.96
 00040 19970914  3   44.47
 00040 19970914  1   13.99
 00040 19970914  1   22.99
 00040 19971025  2   25.98
 00040 19971213  1   16.99
 00040 19971214  4   54.96
 00040 19980215  1   12.58
 00040 19980215  1    2.99
 00040 19980225  3   36.34
 00040 19980308  1   14.42
 00041 19970101  1   17.99
 00042 19970101  3   26.55
 00042 19970102  1   11.77
 00043 19970101  2   29.33
 00043 19970216  2   25.74
 00043 19970301  1   10.77
 00043 19971128  1   36.99
 00043 19980524  1   14.49
 00044 19970101  2   30.32
 00044 19970104  1   14.37
 00044 19970619  1   14.96
 00045 19970101  1   14.37
 00046 19970101  3   41.53
 00046 19970125  4   60.11
 00046 19970316  3   45.09
 00046 19970809  4   58.07
 00046 19970824  4   57.11
 00046 19971002  2   26.98
 00046 19971112  2   26.98
 00047 19970101  3   37.91
 00047 19970105  2   25.74
 00047 19970126  3   44.97
 00047 19970216  1   15.37
 00047 19970223  2   30.92
 00047 19970309  1   17.96
 00047 19970309  1    4.79
 00047 19970316  2   27.94
 00047 19970406  1   13.97
 00047 19970407  1   14.79
 00047 19970419  1   19.97
 00047 19970423  1   41.77
 00047 19970615  1   19.99
 00047 19970622  1    4.79
 00047 19970809  1    9.99
 00047 19971101  1   19.49
 00047 19980225  1   12.99
 00047 19980318  1   14.49
 00047 19980322  2   22.98
 00047 19980414  1   13.99
 00047 19980606  1   12.99
 00048 19970101  4   52.72
 00048 19970126  4   73.50
 00048 19970210  3   37.93
 00048 19970323  1   12.49
 00048 19970325  4   46.50
 00048 19970609  2   29.92
 00048 19970730  3   42.85
 00048 19970815  1   15.36
 00048 19970824  1   24.37
 00048 19971014  1   25.49
 00048 19971017  2   25.98
 00048 19971020  1   20.99
 00048 19971103  2   41.98
 00048 19971111  3   42.47
 00048 19971124  2   16.98
 00048 19971204  1    9.49
 00048 19980109  3   40.47
 00048 19980322  3   51.47
 00048 19980608  1    9.49
 00048 19980613  2   29.48
 00049 19970101  2   27.94
 00050 19970101  1    6.79
 00051 19970127  5   71.42
 00051 19970707  8  111.93
 00051 19970901  7  104.60
 00051 19971129  5   53.95
 00051 19971129  1   13.99
 00051 19971201  1   11.49
 00052 19970102  3   80.95
 00052 19970106  2   23.14
 00052 19970119  2   33.98
 00052 19970122  2   27.74
 00052 19970129  3   38.33
 00052 19970518  4   59.84
 00052 19970621  7  104.72
 00052 19980508  2   76.98
 00053 19970101  1   19.99
 00053 19970819  1   14.37
 00053 19971210  1   11.49
 00053 19980127  1   11.88
 00053 19980209  1   14.49
 00053 19980504  1   13.99
 00054 19970101  2   33.96
 00055 19970101  5   66.09
 00055 19970110  1   15.36
 00056 19970101  2   27.73
 00056 19970117  1   15.96
 00056 19970601  2   21.54
 00056 19971217  4   63.96
 00057 19970101  4   57.86
 00058 19970101  1   20.99
 00059 19970101  1   13.99
 00059 19970109  1   11.77
 00059 19970125  1   10.77
 00060 19970201  2   21.75
 00061 19970101 11  155.65
 00062 19970101  3   32.91
 00062 19970117  1   17.96
 00062 19970213  1   13.97
 00062 19970308  2   24.54
 00062 19970314  2   28.14
 00062 19970514  2   14.55
 00062 19970521  1    5.78
 00062 19970827  1   15.36
 00062 19971001  2   25.98
 00062 19971016  1   15.99
 00062 19971029  3   41.97
 00063 19970101  3   44.97
 00063 19971122  2   26.98
 00063 19980418  2   24.48
 00063 19980521  2   24.48
 00064 19970103  1   11.77
 00064 19970212  2   13.98
 00064 19970512  1   11.77
 00064 19970513  1   14.96
 00064 19970722  1   15.36
 00064 19970920  3   41.47
 00064 19971104  3   53.47
 00064 19971128  8   59.92
 00064 19971230  3   41.97
 00064 19980303  1    7.68
 00064 19980411  2   35.48
 00064 19980423  2   21.98
 00064 19980625  3   37.56
 00065 19970101  1   18.77
 00065 19980216  2   35.98
 00065 19980322  1   13.99
 00066 19970101  1   39.99
 00067 19970101  2   29.73
 00067 19970108  1   29.99
 00067 19970117  1   11.77
 00068 19970101  2   40.36
 00069 19970101  6  105.31
 00069 19970104  8  111.77
 00070 19970101  5   72.23
 00071 19970101  1   13.97
 00072 19970101  1   11.99
 00073 19970101  1   13.97
 00073 19970228  2   24.14
 00073 19970316  4   56.46
 00074 19970101  1   41.99
 00075 19970101  5   69.81
 00076 19970101  1    9.99
 00077 19970101  1   12.97
 00078 19970113  3   41.52
 00078 19980423  4   53.74
 00079 19970101  6   77.44
 00080 19970101  4   43.46
 00081 19970101  2   74.76
 00081 19970110  2   56.36
 00081 19970117  3   35.31
 00081 19970202  2   27.76
 00081 19970220  3   35.31
 00081 19970305  1   14.99
 00081 19970405  1   13.77
 00081 19970524  1   14.96
 00081 19970605  5   82.79
 00081 19970609  1    7.78
 00081 19970619  1   14.96
 00081 19970722  1   11.97
 00081 19970915  2   26.98
 00081 19970927  1   12.99
 00082 19970101  3   38.50
 00082 19970419  3   48.50
 00082 19970927  2   30.98
 00082 19971123  3   43.97
 00082 19980227  3   40.56
 00082 19980410  3   40.29
 00083 19970101  1   13.00
 00083 19970126  3   47.69
 00083 19970723  3   19.50
 00083 19980418  1   21.49
 00084 19970101  1   13.97
 00085 19970103  3   26.31
 00086 19970101  2   23.94
 00087 19970101  7  103.37
 00087 19970531  2   29.92
 00087 19970731  3   45.28
 00087 19971008  2   27.98
 00088 19970224  1   14.99
 00088 19971022  2   19.98
 00089 19970101  3   47.08
 00089 19970111  2   30.72
 00089 19970129  2   30.72
 00089 19970327  2   27.13
 00089 19970411  1   20.97
 00089 19970527  1   15.36
 00089 19970730  4   60.67
 00089 19970823  2   46.42
 00089 19971017  2   27.48
 00089 19971030  2   18.98
 00089 19971205  3   39.97
 00089 19971222  2   29.48
 00089 19971226  3   31.97
 00089 19971229  1   19.49
 00089 19980123  2   34.98
 00089 19980211  2   26.98
 00089 19980227  1   22.49
 00089 19980610  1   40.99
 00090 19970101  1   12.90
 00090 19970108  1   11.77
 00091 19970101  2   32.54
 00092 19970101  2   35.98
 00092 19970416  1   17.36
 00093 19970101  9  122.09
 00093 19970103  5   97.24
 00094 19970102  4   44.10
 00095 19970103  3   53.53
 00095 19970114  3   47.11
 00095 19970124  5   91.26
 00095 19970203  2   37.98
 00095 19970208  1   27.77
 00095 19970210  2   25.13
 00095 19970217  1   19.77
 00095 19970304  4   67.46
 00095 19970325  2   42.73
 00095 19970414  1   14.37
 00095 19970427  2   29.33
 00095 19970511  2   26.56
 00095 19970511  2   30.32
 00095 19970526  2   29.33
 00095 19970610  1   11.77
 00095 19970630  1   28.18
 00095 19970825  4   66.46
 00095 19970921  4   45.96
 00095 19971209  6   90.94
 00095 19971219  2   82.98
 00095 19980110  3   42.47
 00095 19980202  2   24.98
 00095 19980208  8  109.24
 00095 19980224  5  105.45
 00095 19980316  6   82.42
 00095 19980428  7  106.93
 00095 19980507  3   59.97
 00095 19980610  4   65.44
 00095 19980624  4   49.43
 00096 19970101  4   57.67
 00096 19970209  4   61.91
 00096 19970214  3   29.50
 00096 19970222  1   96.99
 00096 19970315  6   75.22
 00096 19970408  3   49.94
 00096 19970417  4   60.48
 00096 19970624  1   12.97
 00096 19970709  2   23.74
 00096 19970803  7  102.21
 00096 19971030  4  114.46
 00096 19971118  5  234.45
 00096 19971207  1  248.49
 00096 19980102  4   68.46
 00096 19980117  4   45.46
 00096 19980224  2   28.37
 00096 19980309  3   30.86
 00096 19980507  4   54.85
 00096 19980627  4   49.96
 00097 19970101  6   91.57
 00097 19971022  6   80.94
 00097 19980208  4  128.87
 00097 19980328  2   23.37
 00098 19970101  2   46.14
 00098 19970523  2   30.32
 00099 19970101  2   25.94
 00099 19970119  2   28.34
 00099 19970424  2   28.93
 00099 19970726  4   52.10
 00099 19971011  2   24.98
 00099 19971113  3   40.97
 00099 19971216  1   65.99
 00100 19970101  1   13.77
 00100 19971211  1   12.49
 00100 19980420  2   28.98
 00101 19970118  2   23.54
 00102 19970101  1   14.37
 00102 19970210  1   25.99
 00102 19971128  1   11.49
 00102 19980301  4  105.62
 00103 19970217  4   51.08
 00103 19970406  2   29.75
 00103 19980417  3   29.66
 00104 19970101  1   14.96
 00105 19970101  3   35.31
 00106 19970101  2   31.52
 00106 19970119  2   29.92
 00106 19970626  2   30.72
 00106 19971104  2   27.98
 00106 19971230  1   36.99
 00106 19980131  3   44.97
 00107 19970101  1   21.99
 00108 19970101  1   17.96
 00109 19970112  5   71.89
 00109 19970202  7  132.57
 00110 19970101  2   27.94
 00111 19970101  1   35.99
 00111 19970111  1   32.99
 00111 19970315  4   77.96
 00111 19970416  3   59.30
 00111 19970424  2  134.98
 00111 19970623  1   91.92
 00111 19970722  3   47.08
 00111 19970726  2   71.96
 00111 19971025  3   78.47
 00111 19971206  3   83.47
 00111 19980118  4   84.46
 00111 19980215  4  123.96
 00111 19980221  2   32.98
 00111 19980226  2   23.06
 00111 19980510  1   72.99
 00111 19980620  3   55.47
 00112 19970101  1   11.77
 00112 19970205  1   11.77
 00113 19970101  3   32.91
 00113 19980304  1   15.27
 00113 19980307  1   11.49
 00114 19970101  1   16.36
 00114 19970501  2   28.13
 00114 19970908  1   22.97
 00114 19980210  1   28.49
 00114 19980211  2   28.98
 00115 19970101  1   13.97
 00116 19970101  1   12.77
 00117 19970101  2   18.74
 00117 19970831  2   24.74
 00117 19980319  1   15.49
 00118 19970101  1   15.36
 00118 19970624  4   58.49
 00119 19970101  3   41.69
 00120 19970101  1   22.97
 00120 19970222  1   14.96
 00120 19970330  1   11.77
 00120 19970517  1   42.32
 00120 19971218  1   11.49
 00121 19970101  1   12.49
 00122 19970101  2   27.74
 00123 19970101  1   31.99
 00124 19970101  2   28.93
 00124 19970913  2   28.48
 00124 19971016  2   26.98
 00124 19971102  2   25.98
 00124 19971212  2   27.98
 00125 19970101  3   37.47
 00125 19970622  1   13.72
 00125 19971017  1   12.99
 00125 19971121  1    6.49
 00125 19980209  1   11.49
 00125 19980608  2   26.48
 00126 19970103  1    9.77
 00126 19971202  2  292.98
 00127 19970101  3   39.71
 00128 19970101  3   20.37
 00128 19970109  1   12.49
 00128 19970207  2   22.75
 00128 19970803  1   12.25
 00129 19970101  1   12.49
 00130 19970101  1   14.37
 00130 19970125  1    5.99
 00130 19970208  3   42.89
 00130 19970601  1   10.77
 00130 19970701  1    5.99
 00130 19970813  1   14.96
 00130 19971108  1   12.99
 00130 19980429  1   12.99
 00131 19970101  2   30.32
 00132 19970101  3   53.69
 00132 19970227  5   54.65
 00132 19970401  2   27.13
 00132 19970616  4   57.45
 00132 19971006  5   67.95
 00132 19980511  3   41.56
 00133 19970101  1   18.99
 00133 19970127  1   14.37
 00133 19970201  1    9.77
 00133 19970302  1   15.99
 00133 19970504  3   47.33
 00133 19970621  3   59.74
 00133 19971111  2   32.98
 00134 19970101  1   17.90
 00134 19970505  1    9.99
 00134 19980108  1   21.49
 00135 19970101  3   41.70
 00135 19970101  3   42.69
 00136 19970101  2   44.98
 00136 19971126  2   36.98
 00137 19970101  2   27.73
 00138 19970101  1   14.99
 00139 19970106  1   11.77
 00140 19970101  1   28.70
 00140 19970503  1   15.36
 00141 19970101  1   19.97
 00141 19970316  2   19.54
 00141 19970416  1   22.77
 00141 19970827  2   44.34
 00141 19971024  1    5.49
 00141 19980222  1   11.88
 00141 19980507  2   23.76
 00142 19970102  1   15.36
 00142 19970113  3   49.97
 00142 19970330  1   19.99
 00142 19980219  1   12.58
 00142 19980411  1   24.49
 00143 19970101  1   12.49
 00143 19970101  1   28.99
 00144 19970101  2   30.72
 00145 19970101  1   14.79
 00145 19970102  1   11.77
 00145 19970112  2   26.73
 00145 19970130  2   20.75
 00145 19970225  1   15.96
 00145 19970312  2   29.93
 00145 19970312  4   56.47
 00145 19970314  3   28.54
 00145 19970405  1   13.97
 00145 19970502  2   30.32
 00145 19970503  1   15.96
 00145 19970526  1   13.97
 00145 19970707  1   13.97
 00145 19970815  2   27.13
 00145 19970913  2   25.98
 00145 19971031  1   12.99
 00145 19971106  1   12.99
 00145 19971119  3   55.97
 00145 19980223  1   12.58
 00145 19980226  2   24.46
 00145 19980314  1   11.88
 00145 19980506  1   17.48
 00145 19980530  2   27.37
 00146 19970101  1   13.97
 00147 19970128  2   27.14
 00147 19970224  3   62.10
 00147 19970517  1   13.97
 00147 19970915  1   12.99
 00147 19970915  1   14.99
 00147 19971109  2   29.48
 00147 19971203  6   67.94
 00147 19971213  4   59.46
 00148 19970101  1   14.96
 00148 19970216  1    9.77
 00148 19970602  1    9.77
 00148 19971104  1   11.49
 00148 19971107  3   40.97
 00148 19980222  2   29.91
 00148 19980321  2   29.57
 00149 19970101  4   54.87
 00149 19970124  4   51.67
 00150 19970101  1   15.36
 00151 19970101  1   13.97
 00152 19970101  6  102.00
 00152 19970106  2   21.54
 00152 19970126  2   23.54
 00152 19970203  2   28.93
 00152 19971028  3   43.97
 00152 19980118  2   23.98
 00153 19970101  1    6.79
 00154 19970101  1   14.37
 00154 19970529  1   14.96
 00154 19970927  1   13.99
 00154 19971106  1   13.99
 00154 19980426  1   11.88
 00155 19970101  1   23.99
 00156 19970101  1   10.77
 00157 19970101  2   27.94
 00157 19970226  4   52.27
 00158 19970101  3   43.05
 00159 19970101  2   19.75
 00160 19970101  2   19.74
 00161 19970101  1   19.77
 00161 19970119  1   13.97
 00161 19970222  3   38.90
 00161 19970427  2   25.14
 00161 19970912  3   36.97
 00161 19971211  3   32.47
 00161 19971214  3   79.97
 00161 19971222  1   51.99
 00161 19980207  2   25.98
 00161 19980317  4   54.77
 00161 19980601  2   36.98
 00162 19970101  2  119.54
 00163 19970101  2   25.74
 00164 19970105  2   25.73
 00164 19970207  3   38.50
 00164 19970314  2   29.33
 00164 19970606  2   27.94
 00164 19970715  1   14.96
 00164 19970725  3   42.70
 00164 19971216  3   41.97
 00164 19980629  2   24.46
 00165 19970101  1    7.78
 00165 19980311  2   17.98
 00165 19980601  1    8.99
 00166 19970101  2   29.53
 00166 19971130  2   16.48
 00166 19971213  3   36.97
 00166 19971221  2   17.98
 00166 19971224  3   36.97
 00166 19980224  1   11.49
 00166 19980318  1   11.88
 00166 19980527  1   11.88
 00167 19970119  2   30.32
 00167 19970121  1   13.77
 00167 19970308  1   14.96
 00167 19970614  2   24.95
 00167 19971011  1   12.99
 00167 19971030  1   59.49
 00167 19971123  1   11.49
 00167 19971210  1   18.49
 00168 19970101  1   14.96
 00169 19970101  1   11.77
 00170 19970101  2   29.92
 00170 19980127  3   44.47
 00171 19970101  1   14.96
 00172 19970101  5   50.95
 00173 19970101  1   18.36
 00173 19980403  3   31.47
 00174 19970101  1   15.36
 00174 19970106  1   21.37
 00175 19970101  1   27.77
 00176 19970101  1   11.77
 00177 19970101  2   42.14
 00177 19970101  1   22.77
 00177 19970103  1   15.99
 00177 19970103  3   44.72
 00177 19970112  1   14.37
 00177 19970117  1   14.37
 00177 19970202  1   13.97
 00177 19970202  1   14.37
 00177 19970207  2   30.92
 00177 19970210  1   15.96
 00177 19970223  1   16.76
 00177 19970310  1   14.37
 00177 19970311  1   15.96
 00177 19970319  1   11.77
 00177 19970319  1   15.36
 00177 19970326  1   14.96
 00177 19970425  1   14.96
 00177 19970527  1    8.97
 00177 19970608  1   11.77
 00177 19970622  1   14.96
 00177 19970718  1   14.96
 00177 19970803  1   14.96
 00177 19970905  1   14.96
 00177 19970905  1   15.36
 00177 19971026  1   15.49
 00177 19971101  1   14.99
 00177 19971119  1   17.99
 00177 19971202  1   31.49
 00177 19971205  1   22.49
 00177 19980103  1   11.49
 00177 19980204  1   11.49
 00177 19980513  1   14.99
 00178 19970101  1   12.49
 00179 19970101  1   16.36
 00179 19970215  1   14.96
 00179 19970308  2   24.94
 00179 19970723  1   21.97
 00179 19970728  1   12.25
 00179 19970803  1   14.96
 00179 19970803  2   16.76
 00179 19970817  1    9.98
 00179 19970924  2   19.98
 00179 19970925  1    9.99
 00179 19980224  1   11.88
 00180 19970101  2   25.88
 00180 19970828  3   36.71
 00181 19970101  3   43.70
 00182 19970101  1   26.77
 00182 19970927  1   12.99
 00182 19971215  3   41.97
 00182 19980518  1    9.99
 00183 19970101  1    9.99
 00184 19970101  1   19.99
 00184 19980518  1   11.88
 00185 19970227  3   26.07
 00185 19970322  1   14.79
 00185 19970322  1    6.99
 00185 19980327  3   39.36
 00185 19980522  2   27.98
 00186 19970102  1   16.96
 00186 19970917  1   17.49
 00187 19970101  2   31.32
 00187 19970202  1    4.79
 00188 19970101  1   13.77
 00189 19970101 15  294.03
 00190 19970101  1   15.36
 00191 19970105  6   70.23
 00192 19970101  1   10.77
 00192 19970122  2   30.92
 00192 19970322  2   28.93
 00192 19970601  3   59.69
 00192 19970714  1   14.96
 00192 19970801  1   14.96
 00193 19970101  2   27.94
 00194 19970101 10  168.89
 00194 19970111  6   86.89
 00195 19970106  1   15.36
 00195 19971011  1    9.49
 00195 19971024  2   28.98
 00195 19971025  1   11.49
 00195 19971029  1   22.49
 00195 19971101  1   11.49
 00195 19980120  1   14.49
 00196 19970101  2   25.54
 00197 19970101  1   12.49
 00197 19970302  1   12.49
 00197 19970505  1   28.99
 00198 19970101  1   15.76
 00199 19970101  1   14.37
 00200 19970101  3   39.93
 00200 19970122  2   44.36
 00201 19970101  1   14.96
 00201 19970405  1   14.37
 00201 19971018  1    9.49
 00201 19980111  1    9.49
 00201 19980428  1   24.99
 00202 19970101  8  113.94
 00202 19970102  2   32.52
 00203 19970101  1   20.99
 00203 19970227  1   13.97
 00203 19970405  1   14.90
 00203 19970724  1   13.97
 00204 19970115  5   72.23
 00205 19970101  1   12.49
 00205 19970318  1   19.30
 00205 19970513  1   19.30
 00205 19971207  2   50.98
 00206 19970101  1   17.99
 00207 19970101  1   19.30
 00207 19970322  1   34.99
 00207 19971116  3   39.97
 00208 19970111  5   63.25
 00208 19980221  5   70.38
 00209 19970119  4   66.26
 00209 19970224  2   29.92
 00209 19970315  1   19.99
 00210 19970101  4   59.66
 00210 19980326  2   26.37
 00211 19970101  1    7.78
 00212 19970101  1   14.37
 00213 19970101  1   10.77
 00213 19970119  1   11.77
 00214 19970101  1   11.77
 00214 19970103  3   44.73
 00214 19970108  1   14.79
 00214 19970125  2   23.54
 00214 19970407  3   46.51
 00214 19970522  3   40.91
 00214 19971021  3   39.97
 00215 19970101  1   11.77
 00216 19970101  1   13.97
 00217 19970101  2   57.54
 00217 19971209  8  113.92
 00217 19980129  1   12.58
 00217 19980602  1   11.88
 00218 19970206  4   57.48
 00219 19970101  3   38.51
 00219 19970517  3   35.51
 00220 19970101  4   57.85
 00221 19970101  1   12.49
 00222 19970101  1   29.99
 00222 19970221  1   15.36
 00222 19971030  2   40.98
 00223 19970101  3   47.93
 00224 19970101  2   28.33
 00225 19970101  2   24.98
 00225 19970118  3   37.47
 00225 19970227  1    6.79
 00225 19970416  1   12.49
 00225 19970801  1   23.88
 00226 19970102  2   35.93
 00226 19970223  2   26.73
 00226 19970420  2   23.76
 00226 19970719  2   24.74
 00226 19980215  1   15.49
 00226 19980505  3   43.47
 00227 19970101  1   34.97
 00227 19970117  1   13.77
 00227 19970308  1   14.96
 00227 19970511  3   86.51
 00227 19970824  1   14.37
 00228 19970101  2   25.98
 00228 19970206  2   23.54
 00228 19970211  1   13.97
 00228 19970212  1   27.77
 00228 19970228  1    9.98
 00228 19970311  1   15.36
 00228 19970527  1   21.97
 00228 19970531  1   17.30
 00228 19970708  3   51.75
 00228 19970807  2   36.74
 00228 19970828  1   23.97
 00228 19971229  3   41.47
 00228 19980106  1   29.99
 00229 19970101  1   12.49
 00229 19970106  2   19.28
 00229 19970812  1   12.25
 00229 19980312  2   19.98
 00229 19980627  1   19.49
 00230 19970101  2   39.98
 00230 19970606  2   39.98
 00231 19970101  5   69.04
 00232 19970101  2   42.98
 00233 19970101  1   12.99
 00234 19970101  1   13.97
 00234 19970204  1    9.99
 00235 19970101  1    7.98
 00236 19970101  1   16.70
 00237 19970101  2   23.54
 00238 19970123  7   88.69
 00238 19970206  3   36.33
 00238 19970420  4   59.06
 00238 19970625  3   47.89
 00238 19970727  6   73.22
 00239 19970101  2   28.74
 00240 19970101  1   15.99
 00240 19970308  1   14.96
 00241 19970116  2   24.74
 00241 19970503  1   14.96
 00241 19980326  2   36.37
 00241 19980509  2   24.48
 00242 19970101  3   35.11
 00242 19970117  2   30.32
 00243 19970102  2   17.96
 00244 19970101  3   46.64
 00244 19970130  8  117.60
 00244 19970204  3   35.31
 00244 19970222  3   41.69
 00244 19970328  4   56.47
 00244 19970329  2   30.96
 00244 19970402  3   41.90
 00244 19970420  3   44.88
 00244 19970727 11  144.98
 00244 19970811  4   59.65
 00244 19970811  1   46.77
 00244 19970817  3   32.31
 00244 19970823  7   96.97
 00244 19970910  5   65.95
 00244 19970914  1   12.99
 00244 19971120  9  119.41
 00244 19980124  6   86.44
 00244 19980312  4   44.46
 00244 19980313  1   27.99
 00244 19980329  2   32.48
 00244 19980409  2   36.71
 00244 19980514  1   11.88
 00244 19980603  1   26.99
 00244 19980607  1   12.99
 00244 19980610  1   12.99
 00245 19970101  1   14.96
 00245 19970317  1    7.99
 00245 19971022  1   12.99
 00245 19971203  2   30.48
 00245 19971203  1   10.49
 00245 19980121  4   57.85
 00245 19980611  1   13.99
 00246 19970102  1   12.97
 00246 19970117  3   37.51
 00246 19970216  2   28.34
 00246 19970218  3   37.51
 00246 19970423  7   85.79
 00246 19970508  4   52.87
 00246 19970618  2   31.32
 00246 19970724  1   29.37
 00246 19970905  2   30.92
 00246 19970928  2   30.98
 00246 19971019  4   74.46
 00246 19971022  3   41.47
 00246 19971204  1   13.99
 00246 19971214  4   57.46
 00246 19971223  2   27.48
 00246 19980203  2   26.87
 00246 19980309  3   45.47
 00246 19980314  1   11.88
 00246 19980326  2   22.67
 00246 19980620  4   50.85
 00247 19970203  1   19.30
 00247 19970726  1   23.88
 00247 19971216  1   19.99
 00247 19980512  2   30.98
 00248 19970102  1   14.37
 00249 19970102  2   37.35
 00249 19970125  2   23.94
 00249 19970219  1   30.99
 00250 19970102  2   28.74
 00250 19970708  3   42.09
 00250 19970823  2   33.74
 00251 19970102  3   40.26
 00252 19970102  6  110.60
 00252 19970108  2   26.14
 00252 19980307  6   69.94
 00252 19980322  7  105.82
 00252 19980606  2   22.77
 00252 19980610  1   12.99
 00253 19970102  1   13.97
 00254 19970102  1   15.96
 00255 19970102  1   11.77
 00256 19970102  1   14.99
 00256 19970302  2   34.60
 00256 19970414  1   29.99
 00257 19970102  1   27.77
 00257 19971030  1   12.99
 00257 19980409  1   14.99
 00258 19970102  3   59.97
 00259 19970102  1   14.79
 00260 19970105  4   57.27
 00261 19970102  1    8.77
 00262 19970102  3   48.95
 00263 19970102  1   14.79
 00264 19970102  1   16.99
 00265 19970102  4  108.87
 00265 19970219  1   14.96
 00265 19970220  1   11.77
 00266 19970102  3   39.97
 00266 19970127  4   59.31
 00267 19970102  3   37.47
 00268 19970324  1    7.78
 00269 19970215  1   29.99
 00270 19970102  7   89.77
 00270 19970124 14  179.40
 00271 19970102  1   12.77
 00272 19970102  1    9.98
 00272 19970320  2   18.75
 00272 19970405  1    9.98
 00273 19970102  1    6.79
 00273 19970325  1   14.96
 00274 19970102  1    5.78
 00275 19970102  6   60.47
 00276 19970102  2   21.73
 00276 19970117  2   37.54
 00276 19970708  3   45.09
 00276 19980601  1   13.99
 00277 19970102  1   17.90
 00277 19980309  1   13.99
 00278 19970102  1   23.97
 00279 19970102  1   17.30
 00279 19970117  1   66.30
 00279 19970814  2   56.21
 00280 19970102 12  155.64
 00280 19970201  6   88.32
 00280 19970428  1   12.49
 00281 19970102  1   14.70
 00282 19970102  4   53.88
 00283 19970102  3   37.71
 00284 19970102  1   20.00
